Gene	Transcript	Num_HC_uORFs	Num_HC_oORFs	Possible_uAUG_creating_SNVs	Possible_stop_removing_SNVs	HC_uAUG_creating_SNVs	HC_stop_removing_SNVs	LOEUF	ClinGen_haplo_score	ClinVar_HC_pathogenic_LoFs	Gene_class	Gene_likelihood
NEIL3	ENST00000264596	0	0	14	0	8	0	1.0810e+00	NA	0	6	Moderate
RNF17	ENST00000255324	0	0	3	0	1	0	8.9000e-02	NA	0	7	High
NUTM2D	ENST00000412718	3	4	64	16	4	0	9.9200e-01	NA	0	3	Low
SKP2	ENST00000274255	1	0	21	13	3	0	3.3300e-01	NA	0	7	High
PARVA	ENST00000334956	0	0	42	5	27	0	4.6500e-01	NA	0	6	Moderate
PRAMEF26	ENST00000423177	0	0	0	0	0	0	1.9510e+00	NA	0	0	Unknown
PKLR	ENST00000342741	0	1	3	0	1	0	9.2400e-01	NA	0	3	Low
RNF34	ENST00000392465	2	0	23	10	5	5	4.8500e-01	NA	0	6	Moderate
C12orf50	ENST00000298699	1	0	26	8	4	8	8.0300e-01	NA	0	6	Moderate
A3GALT2	ENST00000442999	0	0	0	0	0	0	1.7640e+00	NA	0	0	Unknown
FAM102B	ENST00000370035	1	0	22	8	13	0	7.7300e-01	NA	0	6	Moderate
CCT2	ENST00000299300	1	0	25	8	7	8	2.2600e-01	NA	0	7	High
LRRC37A2	ENST00000576629	2	1	0	0	0	0	1.0360e+00	NA	0	1	Unknown
RBMY1F	ENST00000303766	0	0	0	0	0	0	1.8840e+00	NA	0	1	Unknown
ARF4	ENST00000303436	0	0	28	0	10	0	2.9800e-01	NA	0	7	High
TMPRSS11E	ENST00000305363	0	0	8	8	4	0	9.1200e-01	NA	0	6	Moderate
C8orf48	ENST00000297324	2	0	22	16	5	8	1.6510e+00	NA	0	5	Low
PPP6R1	ENST00000412770	0	0	45	0	9	0	3.0400e-01	NA	0	7	High
MBTPS1	ENST00000343411	6	0	69	58	5	5	5.8800e-01	NA	0	6	Moderate
NCF2	ENST00000367535	2	0	32	24	1	0	7.4300e-01	30	0	6	Moderate
SLC12A6	ENST00000354181	0	0	55	0	3	0	3.9500e-01	NA	2	8	High
HMGN3	ENST00000344726	0	0	13	0	2	0	1.0310e+00	NA	0	6	Moderate
MRPL48	ENST00000310614	2	2	96	24	5	0	8.7400e-01	NA	0	3	Low
AC011530.4	ENST00000596586	0	0	0	0	0	0	9.3900e-01	NA	0	0	Unknown
CAPN14	ENST00000403897	0	0	21	0	7	0	1.1120e+00	NA	0	6	Moderate
PAX9	ENST00000361487	0	1	24	0	10	0	6.1400e-01	3	0	3	Low
KRTAP20-2	ENST00000330798	0	0	2	0	0	0	NA	NA	0	2	Low
SCML2	ENST00000251900	1	0	16	8	9	8	1.3200e-01	NA	0	7	High
BCL9	ENST00000234739	5	0	115	68	2	13	3.8100e-01	NA	0	6	Moderate
C9orf41	ENST00000376834	2	0	15	16	12	8	6.9500e-01	NA	0	6	Moderate
ZNF774	ENST00000354377	0	0	21	0	4	0	1.4840e+00	NA	0	6	Moderate
LETM1	ENST00000302787	1	0	25	8	7	8	7.3800e-01	0	0	6	Moderate
PLXNB1	ENST00000358536	1	0	20	8	1	8	3.8500e-01	NA	0	6	Moderate
USP10	ENST00000219473	1	0	9	15	2	15	2.8200e-01	NA	0	7	High
NIPSNAP1	ENST00000216121	0	0	30	0	5	0	5.3500e-01	NA	0	6	Moderate
F9	ENST00000218099	0	0	0	0	0	0	1.6700e-01	3	0	1	Unknown
CNGB3	ENST00000320005	0	0	3	0	2	0	1.0180e+00	NA	4	7	High
LIPE	ENST00000244289	3	0	47	32	11	8	8.5100e-01	NA	0	6	Moderate
MPPED1	ENST00000417669	0	2	48	0	23	0	8.3000e-01	NA	0	3	Low
KNSTRN	ENST00000249776	0	0	11	0	3	0	9.8100e-01	NA	0	6	Moderate
PI4K2A	ENST00000370649	0	0	6	0	4	0	8.4100e-01	NA	0	6	Moderate
MED8	ENST00000290663	0	0	4	0	3	0	1.0980e+00	NA	0	6	Moderate
STAT4	ENST00000392320	2	0	45	11	1	0	3.4700e-01	NA	0	7	High
FGD4	ENST00000427716	3	1	33	13	0	0	4.6200e-01	30	0	2	Low
RNF145	ENST00000518802	0	0	24	0	9	0	3.0900e-01	NA	0	7	High
CLDN2	ENST00000541806	5	0	71	45	9	8	7.4800e-01	NA	0	6	Moderate
TCEAL8	ENST00000372685	1	0	45	5	5	5	1.2130e+00	NA	0	6	Moderate
ZMYND8	ENST00000461685	0	0	0	0	0	0	1.3100e-01	NA	0	0	Unknown
GATAD2A	ENST00000360315	0	0	20	0	6	0	2.0200e-01	NA	0	7	High
PDXK	ENST00000291565	0	0	11	0	6	0	4.3800e-01	NA	0	6	Moderate
PTGES3	ENST00000262033	0	0	20	0	5	0	2.3300e-01	NA	0	7	High
CCM2	ENST00000381112	7	0	102	52	8	8	6.6000e-01	NA	0	6	Moderate
TAP1	ENST00000354258	1	0	25	8	2	0	6.5600e-01	NA	0	6	Moderate
ZNF670	ENST00000366503	0	0	19	8	10	8	1.8290e+00	NA	0	5	Low
ETS2	ENST00000360214	1	1	42	8	10	0	1.9700e-01	NA	0	3	Low
IFFO2	ENST00000455833	0	0	26	0	10	0	4.2000e-01	NA	0	6	Moderate
PRMT2	ENST00000397637	6	1	125	44	1	13	6.5300e-01	NA	0	3	Low
OR4B1	ENST00000309562	0	0	3	0	2	0	1.6920e+00	NA	0	5	Low
ZNF382	ENST00000292928	1	1	12	8	3	8	6.3500e-01	NA	0	3	Low
DEGS2	ENST00000305631	0	1	49	0	13	0	1.2140e+00	NA	0	3	Low
INTS8	ENST00000523731	0	0	13	0	5	0	3.1400e-01	NA	0	7	High
CCDC83	ENST00000280245	2	0	72	16	5	0	1.1020e+00	NA	0	6	Moderate
CCDC102A	ENST00000258214	1	0	19	8	8	8	8.4600e-01	NA	0	6	Moderate
ITGA1	ENST00000282588	2	0	4	0	0	0	7.3900e-01	NA	0	2	Low
EPHA5	ENST00000273854	1	0	70	8	13	0	5.2100e-01	NA	0	6	Moderate
FAM24B	ENST00000368898	4	0	36	32	2	8	1.8990e+00	NA	0	5	Low
TSGA10	ENST00000393483	5	0	148	39	2	0	4.0900e-01	NA	0	6	Moderate
HAL	ENST00000261208	3	0	51	21	1	8	1.3050e+00	NA	0	6	Moderate
MYOT	ENST00000239926	1	0	58	16	12	0	9.2500e-01	NA	0	6	Moderate
BCL2L2	ENST00000250405	1	0	6	0	1	0	8.2600e-01	NA	0	6	Moderate
SPACA3	ENST00000269053	0	0	16	0	4	0	1.3880e+00	NA	0	6	Moderate
CCNB3	ENST00000376042	0	0	53	0	1	0	3.6100e-01	NA	0	7	High
RNF113B	ENST00000267291	0	0	2	0	1	0	4.9900e-01	NA	0	6	Moderate
MERTK	ENST00000295408	0	0	16	0	10	0	7.4800e-01	NA	0	6	Moderate
BAG1	ENST00000472232	0	0	9	0	5	0	1.1630e+00	NA	0	6	Moderate
CEACAM18	ENST00000451626	0	0	0	0	0	0	1.6990e+00	NA	0	0	Unknown
VPS36	ENST00000378060	0	0	2	0	2	0	5.0200e-01	NA	0	6	Moderate
ORMDL3	ENST00000394169	8	0	229	71	5	5	5.9100e-01	NA	0	6	Moderate
ZNF625	ENST00000439556	0	0	24	0	12	0	6.8300e-01	NA	0	4	Low
CORO2B	ENST00000566799	0	0	1	0	0	0	5.2800e-01	NA	0	2	Low
ALOX15	ENST00000570836	1	0	4	0	1	0	1.3380e+00	NA	0	6	Moderate
CST1	ENST00000304749	0	0	7	0	2	0	1.9600e+00	NA	0	5	Low
NUPR1	ENST00000395641	0	0	17	0	11	0	1.9110e+00	NA	0	5	Low
RP11-342M21.2	ENST00000558463	3	0	37	21	9	8	NA	NA	0	6	Moderate
CCL7	ENST00000378569	0	0	4	0	2	0	1.9060e+00	NA	0	5	Low
DSC2	ENST00000280904	2	0	44	13	6	5	6.8900e-01	2	4	7	High
GRIK4	ENST00000527524	2	1	30	16	8	16	4.0900e-01	NA	0	3	Low
RBMS2	ENST00000262031	0	0	2	0	1	0	8.0500e-01	NA	0	6	Moderate
NPIPA7	ENST00000530217	2	4	0	0	0	0	1.9400e+00	NA	0	1	Unknown
TRIM65	ENST00000269383	0	0	4	0	3	0	1.8430e+00	NA	0	5	Low
TMPRSS6	ENST00000346753	1	0	14	8	3	8	7.2100e-01	30	0	8	High
AC104534.3	ENST00000594769	0	0	0	0	0	0	5.2000e-01	NA	0	0	Unknown
TP53INP2	ENST00000374810	1	0	40	8	3	0	5.4200e-01	NA	0	6	Moderate
GLB1L	ENST00000295759	1	0	40	16	0	0	9.6700e-01	NA	0	2	Low
PUS1	ENST00000376649	1	0	56	5	12	0	8.5500e-01	NA	0	6	Moderate
BCL9L	ENST00000334801	1	1	119	8	16	0	2.4200e-01	NA	0	3	Low
OLFM1	ENST00000252854	1	0	14	8	6	8	2.2300e-01	NA	0	7	High
MASTL	ENST00000375940	0	0	7	0	4	0	9.4700e-01	NA	0	4	Low
RET	ENST00000355710	1	0	11	8	3	8	1.2300e-01	3	0	8	High
AREGB	ENST00000380846	0	0	0	0	0	0	1.0340e+00	NA	0	1	Unknown
IL1RL1	ENST00000233954	0	0	47	13	3	0	1.1730e+00	NA	0	6	Moderate
ALX3	ENST00000369792	0	0	6	0	3	0	1.0320e+00	NA	0	8	High
ZNF765	ENST00000396408	1	0	21	8	12	8	1.9590e+00	NA	0	5	Low
CT45A6	ENST00000491002	0	0	0	0	0	0	1.8750e+00	NA	0	1	Unknown
SNX10	ENST00000338523	0	0	18	0	4	0	1.6550e+00	NA	0	5	Low
KRTAP10-2	ENST00000391621	0	0	0	0	0	0	1.8100e+00	NA	0	1	Unknown
AP001350.1	ENST00000601906	0	0	0	0	0	0	NA	NA	0	0	Unknown
TAC4	ENST00000334568	0	0	0	0	0	0	1.6580e+00	NA	0	0	Unknown
C1orf64	ENST00000329454	0	0	8	0	2	0	1.8550e+00	NA	0	5	Low
POGK	ENST00000367875	3	0	47	32	3	8	3.6900e-01	NA	0	7	High
MAPK9	ENST00000452135	0	0	22	0	9	0	5.1600e-01	NA	0	6	Moderate
ZNF366	ENST00000318442	2	0	72	13	15	5	5.1500e-01	NA	0	6	Moderate
CLDN7	ENST00000360325	0	0	46	0	0	0	1.2360e+00	NA	0	2	Low
TRIM37	ENST00000262294	2	0	24	16	4	0	6.4200e-01	30	0	8	High
AC027763.2	ENST00000575889	1	0	16	8	5	0	1.6350e+00	NA	0	5	Low
LRRC25	ENST00000339007	0	0	92	8	12	0	3.2600e-01	NA	0	7	High
GRHL2	ENST00000251808	0	0	42	8	17	0	2.7000e-01	NA	0	7	High
TEKT3	ENST00000395930	0	0	27	0	6	0	1.4600e+00	NA	0	6	Moderate
FAM215A	ENST00000588043	0	0	10	0	4	0	NA	NA	0	6	Moderate
DLG3	ENST00000374360	0	0	24	0	14	0	9.0000e-02	3	0	8	High
ABCC4	ENST00000376887	0	0	9	0	1	0	4.9200e-01	NA	0	6	Moderate
ZFP36L2	ENST00000282388	0	0	13	0	8	0	2.8500e-01	NA	0	7	High
VGLL1	ENST00000370634	1	0	25	5	4	5	5.3900e-01	NA	0	6	Moderate
FAM171A1	ENST00000378116	0	0	0	0	0	0	3.0200e-01	NA	0	1	Unknown
MFRP	ENST00000555262	0	1	19	0	11	0	1.2230e+00	30	0	3	Low
RP11-998D10.1	ENST00000531638	1	1	14	8	5	8	1.8890e+00	NA	0	3	Low
EPPIN	ENST00000555685	0	0	0	0	0	0	1.1910e+00	NA	0	1	Unknown
BATF3	ENST00000243440	1	0	21	8	6	8	1.2700e+00	NA	0	6	Moderate
PCNX	ENST00000304743	1	0	31	8	12	8	2.2700e-01	NA	0	7	High
ANXA9	ENST00000368947	2	0	70	21	4	0	1.4330e+00	NA	0	6	Moderate
CYP4V2	ENST00000378802	0	0	21	0	15	0	1.0340e+00	30	0	6	Moderate
PIK3C2A	ENST00000265970	0	0	0	0	0	0	3.5900e-01	NA	0	0	Unknown
SLC25A21-AS1	ENST00000556667	1	0	54	8	3	0	NA	NA	0	6	Moderate
SRR	ENST00000344595	0	0	26	0	8	0	8.2800e-01	NA	0	6	Moderate
CTAGE15	ENST00000420911	0	0	1	0	0	0	NA	NA	0	2	Low
NOL3	ENST00000568146	0	0	0	0	0	0	1.6170e+00	NA	0	1	Unknown
IFITM2	ENST00000399817	0	0	2	0	1	0	1.8890e+00	NA	0	5	Low
ARNTL2	ENST00000266503	0	0	3	0	2	0	8.7800e-01	NA	0	6	Moderate
ZNF595	ENST00000526473	0	0	0	0	0	0	1.1590e+00	NA	0	1	Unknown
TRIM49D1	ENST00000530311	0	0	19	8	0	0	1.8900e+00	NA	0	2	Low
ASAP3	ENST00000336689	0	0	1	0	0	0	7.1100e-01	NA	0	2	Low
NLRP13	ENST00000342929	0	0	0	0	0	0	9.5800e-01	NA	0	0	Unknown
ASPH	ENST00000379454	0	0	21	0	10	0	8.2100e-01	30	0	6	Moderate
AC104667.3	ENST00000452801	0	0	0	0	0	0	1.8500e+00	NA	0	0	Unknown
OR6C6	ENST00000358433	0	0	0	0	0	0	1.4340e+00	NA	0	0	Unknown
CPA2	ENST00000222481	0	0	9	0	5	0	1.3990e+00	NA	0	6	Moderate
PVRIG	ENST00000317271	1	1	62	13	4	0	1.1360e+00	NA	0	3	Low
LEPR	ENST00000349533	2	1	11	13	0	13	2.8400e-01	30	0	3	Low
OR8I2	ENST00000302124	0	0	5	5	0	0	1.8670e+00	NA	0	2	Low
SH3BGRL	ENST00000373212	0	0	26	0	10	0	1.1720e+00	NA	0	6	Moderate
FNDC7	ENST00000370017	1	1	33	8	9	8	9.6300e-01	NA	0	3	Low
NBPF6	ENST00000444143	0	0	19	0	9	0	1.6140e+00	NA	0	5	Low
VPS51	ENST00000279281	0	1	2	0	1	0	9.2400e-01	NA	0	3	Low
NOTCH2NL	ENST00000369340	4	0	52	34	2	5	6.5800e-01	NA	0	6	Moderate
SYNGR2	ENST00000225777	0	0	3	0	2	0	1.5780e+00	NA	0	5	Low
PGBD1	ENST00000405948	0	0	55	8	0	0	8.9500e-01	NA	0	2	Low
PITPNA	ENST00000313486	0	0	16	0	15	0	3.2800e-01	0	0	7	High
LSMEM1	ENST00000312849	3	0	51	29	2	0	1.8210e+00	NA	0	5	Low
PRPF4B	ENST00000337659	0	0	3	0	2	0	1.7000e-01	NA	0	7	High
NRBP1	ENST00000233557	1	0	97	33	12	0	1.3500e-01	NA	0	7	High
SLC43A3	ENST00000395123	1	0	46	8	12	0	8.5600e-01	NA	0	6	Moderate
KDM1A	ENST00000400181	0	0	8	0	8	0	2.7600e-01	NA	0	7	High
ILK	ENST00000396751	0	0	40	0	8	0	7.1400e-01	NA	0	6	Moderate
SLC25A22	ENST00000320230	1	0	67	8	10	0	8.0800e-01	NA	3	7	High
SLC22A8	ENST00000336232	0	0	12	0	6	0	1.1450e+00	NA	0	6	Moderate
MRPS7	ENST00000245539	0	0	26	0	9	0	1.1230e+00	NA	0	6	Moderate
AC079354.2	ENST00000594829	0	0	0	0	0	0	NA	NA	0	0	Unknown
ZNF724P	ENST00000418100	0	0	18	0	4	0	1.2350e+00	NA	0	6	Moderate
PITX2	ENST00000306732	1	0	71	16	2	0	2.6000e-01	3	0	8	High
FABP3	ENST00000373713	0	0	5	0	1	0	8.6500e-01	NA	0	6	Moderate
OR1L1	ENST00000309623	0	0	0	0	0	0	1.8390e+00	NA	0	0	Unknown
FBXW12	ENST00000296438	2	0	19	13	5	13	1.0410e+00	NA	0	6	Moderate
BLID	ENST00000560104	1	1	50	18	2	0	NA	NA	0	3	Low
TFPT	ENST00000391759	1	0	54	5	4	0	1.1230e+00	NA	0	6	Moderate
KIAA1217	ENST00000376454	0	0	3	0	2	0	4.2100e-01	NA	0	6	Moderate
AP4B1	ENST00000369569	0	0	41	0	1	0	8.2700e-01	30	0	8	High
VBP1	ENST00000286428	0	2	11	0	7	0	4.2600e-01	NA	0	3	Low
TTC24	ENST00000368236	0	0	4	0	2	0	9.5700e-01	NA	0	6	Moderate
ENDOV	ENST00000518137	0	0	5	0	5	0	1.3550e+00	NA	0	6	Moderate
RP11-872D17.8	ENST00000529411	0	0	0	0	0	0	1.8640e+00	NA	0	0	Unknown
OR1K1	ENST00000277309	0	0	4	0	1	0	1.5540e+00	NA	0	6	Moderate
MORC3	ENST00000400485	0	0	4	0	0	0	2.2300e-01	NA	0	2	Low
BHMT2	ENST00000255192	0	0	2	0	1	0	1.6400e+00	NA	0	5	Low
FZD7	ENST00000286201	0	0	3	0	1	0	6.0600e-01	NA	0	6	Moderate
GATSL3	ENST00000407689	0	0	7	0	3	0	7.4600e-01	NA	0	6	Moderate
PATE2	ENST00000358524	0	0	6	0	3	0	1.7360e+00	NA	0	5	Low
WFDC10A	ENST00000372643	1	0	48	21	4	0	1.9360e+00	NA	0	5	Low
VANGL2	ENST00000368061	1	0	59	8	18	0	3.8700e-01	NA	0	6	Moderate
KRTAP9-6	ENST00000391355	0	0	3	0	0	0	1.8960e+00	NA	0	2	Low
MTRNR2L5	ENST00000512524	4	0	143	44	4	0	NA	NA	0	6	Moderate
TIGIT	ENST00000486257	1	0	32	8	7	0	1.0500e+00	NA	0	6	Moderate
FA2H	ENST00000219368	0	0	7	0	5	0	5.5600e-01	30	0	6	Moderate
ALG13	ENST00000394780	0	0	0	0	0	0	1.6000e-01	NA	0	1	Unknown
TTLL7	ENST00000260505	1	0	47	16	4	8	4.2600e-01	NA	0	6	Moderate
SLC13A2	ENST00000444914	0	1	52	0	5	0	1.1460e+00	NA	0	3	Low
SPOCK3	ENST00000357154	0	0	15	0	13	0	5.6900e-01	NA	0	6	Moderate
AIM1	ENST00000369066	0	0	72	0	23	0	1.0060e+00	NA	0	6	Moderate
MPV17L2	ENST00000599612	0	0	10	0	7	0	1.5310e+00	NA	0	6	Moderate
GPRC6A	ENST00000310357	0	0	2	8	1	0	1.3020e+00	NA	0	6	Moderate
EGR2	ENST00000242480	0	0	45	0	10	0	6.0400e-01	0	0	6	Moderate
TMEM8B	ENST00000377988	2	0	168	24	46	16	9.5000e-01	NA	0	6	Moderate
MED11	ENST00000293777	0	0	7	0	4	0	1.9330e+00	NA	0	5	Low
WWC1	ENST00000521089	0	0	0	0	0	0	4.3300e-01	NA	0	1	Unknown
GLB1L2	ENST00000535456	0	0	14	8	6	0	1.1200e+00	NA	0	6	Moderate
UNC79	ENST00000256339	4	0	38	24	0	8	1.4700e-01	NA	0	7	High
FAM21B	ENST00000358474	0	0	0	0	0	0	8.6400e-01	NA	0	0	Unknown
SH3GL3	ENST00000427482	1	0	33	8	15	0	8.0300e-01	NA	0	6	Moderate
RIF1	ENST00000243326	1	0	45	16	11	0	1.1300e-01	NA	0	7	High
CTD-3193O13.9	ENST00000539422	0	0	10	0	3	0	5.5800e-01	NA	0	6	Moderate
PRLH	ENST00000165524	0	0	0	0	0	0	1.8580e+00	NA	0	0	Unknown
VLDLR	ENST00000382100	0	0	35	0	14	0	7.1800e-01	30	0	8	High
DBT	ENST00000370132	0	0	0	0	0	0	8.1600e-01	30	2	1	Unknown
CGGBP1	ENST00000398392	10	0	230	134	3	8	5.3200e-01	NA	0	6	Moderate
KRTAP12-2	ENST00000360770	0	0	4	0	0	0	NA	NA	0	2	Low
ZBTB16	ENST00000335953	2	0	40	16	14	8	1.9300e-01	NA	0	7	High
PDGFB	ENST00000331163	2	0	61	21	15	8	4.6300e-01	NA	0	6	Moderate
RFX1	ENST00000254325	0	0	18	0	10	0	2.7300e-01	NA	0	7	High
UQCRB	ENST00000518406	0	0	0	0	0	0	1.0760e+00	NA	0	1	Unknown
HPS3	ENST00000296051	0	0	14	0	7	0	1.0190e+00	30	0	6	Moderate
LGALS3BP	ENST00000262776	0	0	49	8	30	0	1.4260e+00	NA	0	6	Moderate
MRFAP1L1	ENST00000320848	0	0	45	0	7	0	1.7320e+00	NA	0	5	Low
HOXA10	ENST00000283921	0	0	0	0	0	0	4.1600e-01	NA	0	0	Unknown
NGB	ENST00000298352	1	0	37	8	8	8	1.5400e+00	NA	0	6	Moderate
KIF21A	ENST00000361418	0	0	1	0	0	0	4.5600e-01	NA	0	2	Low
IFLTD1	ENST00000458174	2	0	31	21	1	0	1.1730e+00	NA	0	6	Moderate
LZTS1	ENST00000381569	0	1	37	0	9	0	3.4000e-01	NA	0	3	Low
ARHGEF3	ENST00000338458	0	0	9	0	2	0	5.1500e-01	NA	0	6	Moderate
RHBDL3	ENST00000269051	0	0	0	0	0	0	1.0460e+00	NA	0	1	Unknown
CSNK1G2	ENST00000255641	4	0	41	32	11	16	2.5400e-01	NA	0	7	High
KIAA1244	ENST00000251691	2	0	12	16	7	16	2.0300e-01	NA	0	7	High
GABRB2	ENST00000274547	0	0	28	5	4	0	3.8500e-01	NA	0	6	Moderate
CD27	ENST00000266557	0	1	33	0	19	0	9.2000e-01	30	0	3	Low
EGLN1	ENST00000366641	25	0	461	255	4	5	3.0300e-01	NA	0	7	High
PEX13	ENST00000295030	0	0	4	0	3	0	1.0150e+00	NA	0	8	High
RP11-467N20.5	ENST00000558241	0	0	0	0	0	0	1.9670e+00	NA	0	1	Unknown
RWDD3	ENST00000370202	0	0	12	0	7	0	1.0860e+00	NA	0	6	Moderate
YDJC	ENST00000292778	0	0	4	0	3	0	1.0050e+00	NA	0	6	Moderate
GRIN2B	ENST00000609686	1	1	32	13	8	5	6.1000e-02	3	0	3	Low
ADAMTS14	ENST00000373208	0	0	0	0	0	0	7.0900e-01	NA	0	0	Unknown
DYDC2	ENST00000372198	1	0	4	5	2	5	1.6350e+00	NA	0	5	Low
ATP6AP1	ENST00000369762	0	0	12	0	3	0	2.1300e-01	NA	0	7	High
NR1H2	ENST00000253727	1	0	32	8	3	8	4.7300e-01	NA	0	6	Moderate
ARHGEF39	ENST00000378387	0	0	12	0	7	0	1.2780e+00	NA	0	6	Moderate
PDK2	ENST00000503176	0	2	18	0	12	0	9.1900e-01	NA	0	3	Low
C3orf17	ENST00000314400	0	0	13	8	3	0	9.7000e-01	NA	0	6	Moderate
SLC38A2	ENST00000256689	0	0	54	8	4	0	2.4200e-01	NA	0	7	High
SLC25A29	ENST00000359232	0	0	29	0	18	0	1.1590e+00	NA	0	6	Moderate
RP4-583P15.14	ENST00000467211	0	0	0	0	0	0	1.8680e+00	NA	0	0	Unknown
OR2M7	ENST00000317965	0	0	5	0	3	0	NA	NA	0	6	Moderate
LRRIQ3	ENST00000354431	2	0	23	13	1	13	1.2200e+00	NA	0	6	Moderate
ADAM9	ENST00000487273	1	0	12	8	6	8	4.1700e-01	30	0	6	Moderate
TMUB2	ENST00000587989	0	0	28	0	13	0	1.5320e+00	NA	0	6	Moderate
GPR176	ENST00000561100	4	1	100	37	9	16	7.8000e-01	NA	0	3	Low
AGK	ENST00000355413	0	0	28	0	8	0	8.7800e-01	30	0	8	High
MCCD1	ENST00000376191	0	0	43	0	23	0	1.7990e+00	NA	0	5	Low
NDUFA4	ENST00000339600	0	0	27	0	4	0	1.4000e+00	NA	0	6	Moderate
PABPC1L2A	ENST00000373519	0	0	7	0	4	0	1.8120e+00	NA	0	5	Low
DUSP1	ENST00000239223	0	0	27	0	17	0	9.1700e-01	NA	0	6	Moderate
PKP4	ENST00000389759	0	0	11	5	4	5	6.4100e-01	NA	0	6	Moderate
INSM2	ENST00000307169	1	0	14	8	2	8	4.1800e-01	NA	0	6	Moderate
LUZP4	ENST00000371920	0	0	0	0	0	0	1.8570e+00	NA	0	1	Unknown
SETD6	ENST00000219315	0	0	4	0	3	0	1.6330e+00	NA	0	5	Low
P2RY2	ENST00000311131	2	1	57	24	3	8	9.1000e-01	NA	0	3	Low
RABGAP1	ENST00000373647	0	0	18	8	5	0	7.8000e-02	NA	0	7	High
SLC45A2	ENST00000296589	0	0	23	0	8	0	1.0100e+00	NA	0	6	Moderate
GPRC5A	ENST00000014914	3	0	128	24	8	0	1.6270e+00	NA	0	5	Low
PAK3	ENST00000360648	0	0	5	0	1	0	2.8600e-01	2	0	8	High
TGFBR1	ENST00000374994	0	0	12	0	8	0	3.8300e-01	2	0	6	Moderate
KRTAP6-3	ENST00000391624	0	1	1	0	0	0	1.3310e+00	NA	0	2	Low
DPPA3	ENST00000345088	0	0	17	0	10	0	8.9200e-01	NA	0	6	Moderate
GSDMC	ENST00000276708	3	0	149	53	8	0	1.2500e+00	NA	0	6	Moderate
SFMBT2	ENST00000361972	1	0	17	5	3	5	2.5200e-01	NA	0	7	High
CDC42	ENST00000344548	0	0	41	0	15	0	5.0100e-01	NA	0	6	Moderate
C11orf35	ENST00000329451	0	0	2	0	2	0	1.7420e+00	NA	0	5	Low
TTLL2	ENST00000239587	0	0	7	0	2	0	1.8720e+00	NA	0	5	Low
UACA	ENST00000322954	0	0	23	0	5	0	9.7300e-01	NA	0	6	Moderate
NAA10	ENST00000464845	0	0	21	0	10	0	5.2200e-01	NA	0	8	High
CTB-134H23.2	ENST00000424293	0	0	3	0	3	0	1.8840e+00	NA	0	5	Low
CD97	ENST00000242786	0	0	7	0	4	0	5.9900e-01	NA	0	6	Moderate
SETD5	ENST00000402198	1	0	46	13	5	13	2.2700e-01	3	0	8	High
RP11-817J15.3	ENST00000537079	1	1	25	13	3	0	1.9220e+00	NA	0	3	Low
NINJ2	ENST00000305108	2	4	42	16	13	0	1.5540e+00	NA	0	3	Low
PTER	ENST00000378000	0	0	33	0	5	0	1.8190e+00	NA	0	5	Low
POMGNT1	ENST00000371992	2	1	24	8	4	8	1.0420e+00	NA	0	3	Low
KRTAP4-2	ENST00000377726	0	0	3	0	2	0	1.9460e+00	NA	0	5	Low
ATP1B2	ENST00000250111	0	0	44	0	16	0	6.2400e-01	NA	0	6	Moderate
COL4A3BP	ENST00000380494	0	0	37	0	25	0	3.6400e-01	NA	0	7	High
GRHPR	ENST00000318158	0	0	7	0	4	0	1.1650e+00	30	3	7	High
NKX6-3	ENST00000524115	0	0	0	0	0	0	1.5710e+00	NA	0	1	Unknown
CENPBD1	ENST00000314994	2	0	68	16	2	8	1.8970e+00	NA	0	5	Low
TAS2R1	ENST00000382492	2	0	49	23	0	0	NA	NA	0	2	Low
SEMA7A	ENST00000261918	0	0	77	0	20	0	4.4100e-01	NA	0	6	Moderate
CTC-260F20.3	ENST00000555938	0	0	0	0	0	0	1.5770e+00	NA	0	1	Unknown
EDF1	ENST00000224073	0	0	2	0	1	0	5.0900e-01	NA	0	6	Moderate
ODF2L	ENST00000359242	0	0	38	8	8	8	1.2220e+00	NA	0	6	Moderate
PCID2	ENST00000246505	0	0	1	0	1	0	1.0780e+00	NA	0	6	Moderate
LTN1	ENST00000389194	0	0	0	0	0	0	3.6600e-01	NA	0	1	Unknown
RP11-295K3.1	ENST00000427721	0	0	0	0	0	0	7.4900e-01	NA	0	0	Unknown
GTF2H4	ENST00000259895	0	0	24	5	8	5	8.1100e-01	NA	0	6	Moderate
ZCCHC3	ENST00000382352	3	2	55	21	14	5	1.1790e+00	NA	0	3	Low
CGB2	ENST00000359342	0	0	10	0	3	0	1.8400e+00	NA	0	5	Low
AXDND1	ENST00000367618	2	0	53	21	5	0	9.9100e-01	NA	0	6	Moderate
NEUROD1	ENST00000295108	3	0	61	29	7	5	5.1400e-01	NA	0	6	Moderate
DCAF7	ENST00000415273	0	0	13	0	2	0	3.4800e-01	NA	0	7	High
IFNA5	ENST00000259555	0	0	7	0	3	0	NA	NA	0	6	Moderate
ZNF134	ENST00000396161	1	0	41	8	10	0	1.3250e+00	NA	0	6	Moderate
RIMKLB	ENST00000357529	4	0	151	45	1	0	4.9100e-01	NA	0	6	Moderate
ZSWIM6	ENST00000252744	0	0	0	0	0	0	6.7000e-02	NA	0	0	Unknown
